Amount,Hour_of_Day,Distance_from_Home_KM,Merchant_Category,Transaction_Method,Card_Type,Recent_24h_Transactions,Risk_Score_V1,Risk_Score_V2,Is_Fraud
46.25,14.0,16.0,Grocery,Contactless Tap,Mastercard,1,-1.616,1.226,0
39.38,13.5,31.8,Dining,Online POS,Visa,3,0.967,-2.391,0
30.16,16.1,0.4,Luxury Goods,In-Person Chip,Mastercard,0,-1.498,0.878,0
36.42,20.0,17.0,Online Retail,Contactless Tap,Visa,3,0.562,-0.232,1
55.02,12.3,6.1,Travel & Airlines,Online POS,Discover,3,1.069,-2.216,0
25.65,9.9,1.5,Gas Station,In-Person Chip,Visa,4,-0.812,-1.521,0
16.92,19.6,0.1,Grocery,In-Person Chip,Mastercard,1,1.211,-3.615,0
62.56,7.4,5.2,Grocery,In-Person Chip,Mastercard,1,1.58,0.331,0
4.96,8.9,7.0,Electronics,In-Person Chip,Visa,4,0.918,-0.116,0
7.43,12.5,31.8,Gas Station,In-Person Chip,Visa,3,2.141,0.658,0
62.04,21.1,21.9,Grocery,Online POS,Mastercard,3,-2.053,0.295,0
18.11,7.0,11.8,Gas Station,Contactless Tap,Mastercard,4,0.424,0.99,0
31.73,15.2,3.6,Online Retail,In-Person Chip,Visa,2,0.037,-1.869,0
20.78,15.5,7.1,Gas Station,In-Person Chip,Visa,4,0.096,2.15,0
35.07,8.9,1.8,Grocery,Online POS,Visa,0,0.503,-0.41,0
35.84,8.1,1.1,Online Retail,Online POS,Mastercard,1,0.157,0.913,0
5.56,13.3,0.1,Dining,In-Person Chip,Visa,3,1.518,0.819,0
5.61,17.8,11.5,Dining,In-Person Chip,Amex,3,-1.485,-3.266,0
177.41,13.9,14.0,Online Retail,Online POS,Visa,0,0.78,-0.182,0
68.01,20.6,15.3,Dining,Online POS,Visa,1,0.27,-3.109,0
8.75,14.8,6.6,Dining,In-Person Chip,Mastercard,0,1.415,-0.081,0
23.34,23.8,20.9,Grocery,Contactless Tap,Mastercard,1,-0.723,-1.043,0
53.63,12.3,10.7,Travel & Airlines,Online POS,Amex,2,0.108,-0.075,0
111.76,16.0,18.3,Electronics,In-Person Chip,Visa,5,0.518,1.507,0
55.52,23.5,10.7,Grocery,Contactless Tap,Mastercard,2,-0.368,0.186,0
16.02,17.7,15.2,Grocery,Online POS,Mastercard,1,-0.733,0.84,0
11.84,8.7,16.4,Dining,Online POS,Visa,3,1.14,1.32,0
59.15,15.9,36.7,Online Retail,Online POS,Visa,3,1.171,-0.194,0
26.9,10.4,6.8,Grocery,Contactless Tap,Mastercard,0,0.903,0.073,0
48.36,15.2,5.4,Online Retail,Online POS,Discover,1,0.089,-0.031,0
30.02,14.1,61.3,Gas Station,Online POS,Visa,2,0.271,0.99,0
8.57,19.2,21.5,Electronics,Online POS,Mastercard,1,1.244,0.384,0
23.88,9.5,2.6,Grocery,In-Person Chip,Amex,0,0.716,-0.821,0
137.6,17.2,5.4,Grocery,Online POS,Mastercard,1,0.855,1.117,0
19.83,13.5,7.1,Gas Station,Online POS,Visa,2,0.173,1.072,0
33.96,17.8,65.6,Dining,ATM Cash,Visa,4,-0.371,-1.314,0
6.59,9.5,1.0,Electronics,In-Person Chip,Visa,2,1.856,-1.874,0
52.07,20.0,7.2,Gas Station,In-Person Chip,Visa,2,-1.558,-1.359,0
35.15,17.8,2.3,Grocery,In-Person Chip,Amex,0,-0.341,1.717,0
93.61,17.6,5.1,Gas Station,Online POS,Visa,0,-0.165,-0.741,0
42.18,8.6,4.9,Online Retail,ATM Cash,Mastercard,2,1.213,1.544,0
11.4,23.8,11.5,Grocery,Online POS,Visa,2,-1.034,-0.275,0
93.17,18.2,20.8,Dining,Online POS,Mastercard,4,1.297,-1.195,0
45.34,10.4,1.9,Online Retail,In-Person Chip,Mastercard,1,1.007,2.126,0
16.81,17.9,1.6,Dining,In-Person Chip,Visa,4,1.108,-1.238,0
28.06,21.4,10.9,Luxury Goods,Online POS,Visa,2,2.071,-0.796,0
20.19,19.6,2.6,Electronics,Online POS,Discover,1,-2.216,0.707,0
240.79,8.3,5.0,Grocery,Contactless Tap,Mastercard,1,-0.893,-2.925,0
20.61,17.4,15.4,Grocery,In-Person Chip,Visa,1,0.304,-1.051,0
10.87,12.9,19.8,Dining,In-Person Chip,Mastercard,2,0.527,1.754,0
87.66,10.3,33.9,Grocery,Online POS,Visa,3,-0.208,2.137,0
88.85,8.7,7.8,Grocery,Contactless Tap,Amex,2,1.552,-0.876,0
24.53,13.4,9.8,Online Retail,In-Person Chip,Visa,3,-0.05,1.275,0
116.31,14.5,9.3,Grocery,Online POS,Visa,1,-1.631,-0.973,0
63.04,17.2,12.3,Grocery,In-Person Chip,Amex,2,-1.651,0.339,0
238.99,17.6,5.9,Dining,ATM Cash,Visa,2,0.259,-0.748,0
59.3,18.1,6.8,Gas Station,In-Person Chip,Mastercard,0,0.154,1.392,0
52.86,7.0,2.9,Grocery,In-Person Chip,Visa,5,-1.17,-0.06,0
35.81,12.7,18.0,Luxury Goods,Online POS,Amex,1,-2.148,-0.984,0
84.37,16.2,3.1,Grocery,Contactless Tap,Visa,2,-1.811,1.223,0
24.59,8.8,27.1,Gas Station,Online POS,Discover,3,1.076,1.457,0
34.18,14.3,22.2,Grocery,Contactless Tap,Visa,1,1.306,0.72,0
58.29,4.8,37.1,Dining,Online POS,Mastercard,1,0.347,-1.304,0
146.86,19.8,21.2,Online Retail,In-Person Chip,Visa,1,1.255,1.172,0
25.5,15.9,28.2,Grocery,In-Person Chip,Visa,2,-2.31,-1.603,0
63.88,19.4,5.4,Grocery,Contactless Tap,Amex,2,2.644,-0.393,0
34.07,14.5,8.8,Online Retail,Online POS,Visa,2,-0.528,-0.712,0
231.22,22.2,2.0,Electronics,Online POS,Visa,1,-0.955,1.472,0
75.28,19.1,0.7,Gas Station,Online POS,Visa,4,0.528,-1.686,0
114.31,15.3,1.8,Electronics,In-Person Chip,Amex,2,-0.076,-0.54,0
50.58,7.4,11.4,Dining,In-Person Chip,Visa,0,2.233,2.419,0
28.27,18.7,15.7,Grocery,Online POS,Discover,5,0.811,-1.777,0
435.21,8.8,0.2,Gas Station,Online POS,Visa,0,1.035,-1.489,0
111.65,14.4,11.6,Online Retail,Online POS,Mastercard,1,-1.462,-0.402,0
27.45,17.0,2.0,ATM Withdrawal,In-Person Chip,Visa,3,0.171,-1.313,0
85.02,3.6,7.3,Dining,Contactless Tap,Amex,0,1.105,-0.429,0
12.63,12.9,6.8,Dining,In-Person Chip,Mastercard,2,-2.122,0.015,0
36.26,13.8,0.9,Grocery,In-Person Chip,Mastercard,2,-0.083,0.169,0
30.86,13.9,4.2,Electronics,Online POS,Visa,1,0.255,0.408,0
28.29,15.3,17.9,Gas Station,In-Person Chip,Mastercard,0,-2.577,0.85,0
23.94,13.4,36.7,Dining,Online POS,Visa,3,0.852,-0.34,0
40.09,16.4,7.6,Gas Station,Online POS,Mastercard,0,0.454,-0.52,0
5.86,13.9,20.7,Grocery,In-Person Chip,Visa,0,-1.146,-0.472,0
67.34,12.7,2.7,Travel & Airlines,ATM Cash,Visa,2,-0.837,0.238,0
10.3,11.0,14.3,Travel & Airlines,Online POS,Mastercard,0,0.87,0.594,0
114.2,11.4,21.5,Online Retail,In-Person Chip,Mastercard,2,-0.257,-0.081,0
42.58,14.6,7.8,Grocery,Online POS,Visa,0,-1.209,-0.581,0
14.62,13.7,5.6,Online Retail,In-Person Chip,Amex,1,0.428,-0.636,0
7.8,8.3,3.0,Grocery,In-Person Chip,Visa,1,0.007,-0.77,0
179.51,14.8,11.0,Grocery,In-Person Chip,Visa,2,1.381,-0.368,0
87.49,17.8,6.3,Online Retail,In-Person Chip,Amex,1,1.231,0.753,0
315.11,9.4,1.5,Dining,Contactless Tap,Visa,1,-1.325,0.029,0
2.41,7.4,6.3,Grocery,Contactless Tap,Mastercard,2,-2.283,-0.306,0
256.34,10.4,5.4,ATM Withdrawal,ATM Cash,Discover,2,1.004,2.417,0
73.57,4.9,1.8,ATM Withdrawal,Contactless Tap,Mastercard,2,-2.092,-0.41,0
17.78,13.4,6.9,Grocery,Online POS,Mastercard,1,0.372,-1.576,0
32.78,16.3,20.9,Grocery,Online POS,Amex,2,-1.222,-0.013,0
34.57,10.9,36.7,Online Retail,Online POS,Visa,2,1.447,-0.219,0
43.79,14.6,2.7,Luxury Goods,In-Person Chip,Visa,1,1.106,-1.213,0
74.96,8.1,8.0,Travel & Airlines,Online POS,Visa,1,0.493,-4.033,0
148.45,8.0,10.1,Grocery,Online POS,Visa,0,-0.539,1.59,0
34.93,10.4,12.2,Online Retail,In-Person Chip,Amex,0,-1.685,-0.702,0
37.75,22.3,0.4,Online Retail,Contactless Tap,Visa,3,-2.894,-0.728,0
63.28,10.8,5.8,Online Retail,In-Person Chip,Mastercard,0,-0.171,-0.568,0
12.91,21.2,3.8,Gas Station,In-Person Chip,Visa,1,0.57,-0.058,0
159.48,13.2,2.7,Dining,In-Person Chip,Visa,2,-1.479,-0.2,0
28.61,16.4,4.8,Online Retail,In-Person Chip,Mastercard,2,1.288,-1.418,0
23.53,16.2,13.8,Grocery,Online POS,Mastercard,1,-0.429,0.743,0
41.18,5.9,3.5,Grocery,Contactless Tap,Visa,2,0.628,0.241,0
102.53,10.1,1.7,Travel & Airlines,In-Person Chip,Visa,4,-1.667,-0.039,0
5.45,13.7,7.7,Grocery,ATM Cash,Visa,1,0.169,0.459,0
12.46,16.4,10.6,Dining,Contactless Tap,Visa,4,-0.502,-1.307,0
34.32,8.6,0.2,Luxury Goods,In-Person Chip,Visa,1,-1.074,1.485,0
45.8,15.3,16.9,Online Retail,In-Person Chip,Visa,3,1.49,-2.676,0
65.93,13.8,17.2,Online Retail,In-Person Chip,Mastercard,3,0.634,-0.238,0
88.05,11.2,4.2,Dining,Contactless Tap,Visa,2,1.089,-0.216,0
40.21,13.5,9.0,Dining,In-Person Chip,Visa,0,-0.245,-1.463,0
17.07,16.3,6.5,Grocery,Online POS,Visa,0,1.894,-0.681,0
129.89,8.7,6.8,Online Retail,Online POS,Mastercard,2,-1.469,-0.44,0
127.39,10.8,1.3,Electronics,Online POS,Mastercard,2,2.746,0.304,0
11.7,6.6,8.6,Grocery,In-Person Chip,Visa,1,-0.655,-1.143,0
48.7,13.2,3.6,Online Retail,In-Person Chip,Visa,1,-0.619,-0.376,0
49.78,8.1,16.6,Online Retail,Contactless Tap,Visa,0,-2.257,0.676,0
52.31,14.2,20.9,Dining,In-Person Chip,Mastercard,2,-0.319,0.93,0
20.84,17.4,4.3,Dining,Online POS,Mastercard,0,-1.36,0.886,0
5.28,10.8,10.2,Grocery,In-Person Chip,Mastercard,2,1.945,-0.821,0
73.76,16.4,12.8,Dining,In-Person Chip,Mastercard,0,0.043,-1.591,0
31.97,23.7,3.6,Grocery,Contactless Tap,Visa,4,-1.139,-0.062,0
45.53,21.4,1.9,Online Retail,In-Person Chip,Visa,3,1.068,0.155,0
45.33,11.7,2.7,Grocery,In-Person Chip,Visa,2,-1.127,0.236,0
11.59,18.7,4.3,Grocery,In-Person Chip,Mastercard,2,2.295,0.866,0
32.49,12.9,5.4,Online Retail,Online POS,Amex,2,0.985,0.817,0
102.33,22.2,5.5,Dining,In-Person Chip,Amex,0,-1.934,-0.362,0
31.01,8.9,7.9,Luxury Goods,In-Person Chip,Visa,1,-0.15,-0.446,0
16.1,14.0,9.4,Grocery,In-Person Chip,Mastercard,0,3.047,-0.851,0
147.31,9.7,2.1,Online Retail,Online POS,Visa,2,-1.058,-0.643,0
28.63,8.8,13.7,Grocery,In-Person Chip,Mastercard,2,0.585,-0.555,0
188.0,20.2,29.4,Travel & Airlines,In-Person Chip,Visa,3,0.632,-2.025,0
21.04,11.0,12.4,Grocery,In-Person Chip,Mastercard,2,0.967,-0.939,0
116.56,1.1,7.6,Gas Station,In-Person Chip,Discover,4,1.288,-0.479,0
7.58,7.1,0.3,Luxury Goods,Online POS,Mastercard,0,-1.279,-0.954,0
35.84,10.1,7.5,Gas Station,In-Person Chip,Visa,4,1.916,-0.726,0
47.86,10.6,11.6,Gas Station,Online POS,Amex,2,-1.417,-0.245,0
24.98,19.0,1.4,Gas Station,In-Person Chip,Visa,4,-0.066,1.368,0
15.01,14.9,15.5,Gas Station,In-Person Chip,Mastercard,1,1.402,-0.342,0
26.04,10.8,1.6,Dining,Online POS,Visa,0,0.756,-0.51,0
152.76,3.8,10.4,Dining,Online POS,Visa,1,-0.741,-1.642,0
55.82,10.4,7.7,Online Retail,In-Person Chip,Amex,2,1.441,-1.155,0
9.06,13.3,28.1,Online Retail,Online POS,Visa,2,-0.231,1.954,0
120.95,8.9,4.8,Grocery,In-Person Chip,Mastercard,4,0.008,-0.533,0
495.14,2.3,9.0,Grocery,In-Person Chip,Amex,2,1.926,-2.183,0
48.38,8.7,10.3,Dining,Online POS,Visa,7,0.717,-1.263,0
105.29,15.5,0.1,Gas Station,In-Person Chip,Visa,2,-0.169,0.352,0
54.45,7.0,1.8,Grocery,Online POS,Visa,1,-3.371,-1.363,0
39.78,17.6,22.9,Luxury Goods,Online POS,Visa,2,-0.724,0.686,0
147.01,9.9,3.7,Gas Station,Online POS,Mastercard,4,0.589,-3.637,0
84.94,17.7,2.1,Gas Station,Online POS,Visa,0,-1.241,0.174,0
51.72,11.1,4.7,Dining,Online POS,Visa,3,0.458,-0.874,0
97.69,10.5,0.2,Online Retail,Online POS,Visa,1,1.263,0.319,0
27.58,14.9,20.6,Online Retail,ATM Cash,Mastercard,1,-0.69,-0.028,0
74.1,9.0,1.8,Online Retail,In-Person Chip,Visa,2,-0.087,0.418,0
19.8,20.2,36.7,Grocery,Online POS,Visa,2,0.267,-1.631,0
512.73,17.5,13.1,Grocery,Online POS,Discover,1,-0.778,-0.227,0
102.01,11.0,1.2,Online Retail,In-Person Chip,Amex,1,-0.057,-0.385,0
61.69,17.0,1.4,Online Retail,Online POS,Mastercard,1,2.568,0.329,0
89.65,15.0,3.6,Online Retail,In-Person Chip,Visa,4,-0.874,-1.86,0
71.27,9.5,2.7,Online Retail,Online POS,Visa,1,-2.589,-0.42,0
81.78,13.4,5.5,Online Retail,In-Person Chip,Mastercard,2,1.402,-0.705,0
30.71,18.8,18.1,Online Retail,Contactless Tap,Amex,0,-0.766,-0.593,0
5.58,3.0,0.5,Dining,Online POS,Mastercard,5,-0.119,1.316,0
19.6,13.2,6.4,Grocery,In-Person Chip,Mastercard,4,0.828,0.231,0
243.48,11.2,3.4,Gas Station,In-Person Chip,Discover,1,-1.035,0.085,0
18.6,10.3,28.4,Online Retail,Online POS,Mastercard,3,0.037,-0.57,0
10.63,13.3,22.9,Online Retail,Online POS,Visa,0,1.523,0.011,0
52.33,15.3,21.4,Online Retail,Contactless Tap,Mastercard,1,-1.013,0.026,0
71.98,8.8,42.9,Online Retail,In-Person Chip,Visa,0,-0.814,0.471,0
24.73,7.5,10.7,ATM Withdrawal,In-Person Chip,Mastercard,3,2.014,-1.915,0
16.55,17.5,12.5,Online Retail,Online POS,Amex,3,0.324,0.129,0
42.63,11.0,5.2,Dining,In-Person Chip,Mastercard,0,1.076,-2.046,0
20.15,6.5,9.7,Grocery,In-Person Chip,Mastercard,2,-0.561,-0.986,0
787.14,11.4,16.9,Grocery,In-Person Chip,Mastercard,1,1.56,-0.038,0
297.42,11.3,8.7,Electronics,In-Person Chip,Mastercard,1,-2.991,0.95,0
2.74,14.0,6.6,Online Retail,Online POS,Amex,9,-0.615,1.722,1
64.26,15.7,14.1,Grocery,Online POS,Mastercard,1,-1.548,0.097,0
130.8,15.6,40.0,Grocery,Online POS,Amex,1,0.248,-0.337,0
41.13,13.2,5.5,Dining,In-Person Chip,Amex,3,0.324,0.075,0
14.89,13.4,5.1,Grocery,Contactless Tap,Visa,1,0.393,2.314,0
82.96,12.4,9.1,Grocery,Contactless Tap,Mastercard,2,-0.296,1.072,0
44.99,23.8,17.7,Dining,In-Person Chip,Visa,3,-0.106,-0.685,0
45.74,19.0,2.6,Grocery,In-Person Chip,Amex,1,0.497,-0.303,0
41.76,10.2,5.9,Grocery,In-Person Chip,Mastercard,0,-1.446,-1.794,0
59.66,14.7,2.1,Online Retail,Online POS,Visa,3,-1.188,-1.848,0
9.48,7.2,3.9,Gas Station,ATM Cash,Visa,2,2.182,-0.88,0
17.66,14.1,17.5,Online Retail,In-Person Chip,Amex,2,0.639,0.203,0
13.03,15.4,2.4,ATM Withdrawal,Online POS,Mastercard,2,-0.637,-1.964,0
26.36,10.4,14.7,Online Retail,Online POS,Mastercard,2,1.527,1.209,0
89.59,10.6,2.9,Dining,In-Person Chip,Visa,1,0.145,-0.189,0
38.09,14.2,8.1,Grocery,In-Person Chip,Mastercard,3,-1.031,-0.488,0
49.54,13.6,2.2,Grocery,ATM Cash,Visa,1,0.06,0.671,0
515.82,14.1,0.3,Dining,Contactless Tap,Visa,0,0.201,-2.132,0
6.45,12.0,7.2,Electronics,In-Person Chip,Mastercard,10,0.905,1.071,1
237.44,11.3,1.1,Grocery,In-Person Chip,Visa,3,-0.679,0.309,0
131.22,23.4,0.6,Travel & Airlines,In-Person Chip,Amex,1,0.13,-0.147,0
24.87,17.6,8.2,Dining,Contactless Tap,Amex,2,0.912,1.334,0
11.86,20.0,4.0,Grocery,In-Person Chip,Discover,3,1.075,1.074,0
457.0,17.6,17.0,Electronics,Contactless Tap,Mastercard,3,-0.13,-0.038,0
13.37,13.8,28.2,Dining,In-Person Chip,Visa,0,1.115,0.415,0
62.3,15.5,22.5,Gas Station,Online POS,Visa,7,1.615,1.623,0
97.35,8.2,2.7,Grocery,In-Person Chip,Amex,0,-1.303,0.25,0
80.01,22.1,23.8,Online Retail,Contactless Tap,Discover,1,-0.644,0.834,0
92.69,15.3,1.5,Online Retail,In-Person Chip,Visa,1,-0.673,-1.66,0
24.27,20.6,6.6,Luxury Goods,In-Person Chip,Visa,4,-0.396,1.307,0
27.12,23.6,30.2,Travel & Airlines,Online POS,Visa,0,2.207,-1.786,0
7.53,7.3,11.0,Dining,Contactless Tap,Mastercard,1,0.441,1.234,0
18.2,19.6,29.5,Online Retail,In-Person Chip,Visa,2,-1.541,-0.182,0
297.71,0.0,1.8,Online Retail,In-Person Chip,Visa,7,-2.984,2.305,1
171.09,9.0,38.9,Gas Station,Contactless Tap,Visa,1,1.182,0.147,0
67.09,1.1,19.8,Grocery,Online POS,Visa,1,-1.511,-0.204,0
309.78,6.8,2.9,Grocery,In-Person Chip,Amex,0,-1.286,-2.137,0
21.35,18.7,6.3,Dining,Online POS,Mastercard,0,-1.527,-0.769,0
33.71,14.4,4.4,Grocery,Online POS,Amex,1,-0.406,-0.428,0
224.95,8.1,2.1,Dining,In-Person Chip,Mastercard,1,-0.903,-2.111,0
115.95,10.3,6.8,Dining,In-Person Chip,Visa,3,0.393,-1.078,0
14.74,17.3,25.8,Gas Station,Contactless Tap,Visa,3,0.196,1.538,0
94.74,12.1,1.4,Gas Station,In-Person Chip,Visa,2,-0.236,-0.268,0
48.05,13.2,13.4,Travel & Airlines,Online POS,Visa,0,0.615,1.108,0
54.78,16.9,27.3,ATM Withdrawal,In-Person Chip,Visa,3,0.087,-1.221,0
76.73,13.9,47.9,Grocery,Online POS,Amex,0,-0.988,-0.972,0
88.88,15.1,32.6,Dining,Contactless Tap,Mastercard,1,-1.402,-0.161,0
143.97,14.1,8.3,Online Retail,Online POS,Visa,2,0.634,0.61,0
67.95,14.6,2.1,Dining,In-Person Chip,Mastercard,4,-1.657,1.785,0
2.99,12.2,8.7,Gas Station,In-Person Chip,Visa,1,1.56,0.617,0
16.83,13.3,13.5,Dining,Online POS,Discover,1,0.879,1.132,0
81.03,8.6,1.9,Grocery,Contactless Tap,Discover,2,0.205,0.271,0
67.55,17.5,63.3,Dining,Contactless Tap,Discover,3,1.981,-2.861,0
8.12,18.2,14.2,Grocery,Contactless Tap,Visa,0,-0.613,0.928,0
44.84,6.5,11.6,Online Retail,Online POS,Visa,3,2.176,0.328,0
182.84,16.2,31.5,Dining,In-Person Chip,Amex,3,1.413,-1.671,0
41.56,18.2,25.9,Grocery,In-Person Chip,Visa,1,-0.513,1.088,0
27.2,24.0,6.6,Grocery,Contactless Tap,Mastercard,1,-0.419,-1.149,0
83.79,12.4,4.4,Dining,In-Person Chip,Mastercard,0,-0.059,-1.869,0
74.92,18.0,8.5,Grocery,Online POS,Mastercard,0,2.761,-0.703,0
77.99,17.9,14.4,Online Retail,In-Person Chip,Mastercard,1,1.446,0.369,0
136.55,10.3,22.0,Grocery,In-Person Chip,Amex,4,0.541,0.289,0
14.9,14.5,21.1,Grocery,Online POS,Visa,0,1.492,-0.906,0
70.65,20.1,10.8,Online Retail,Contactless Tap,Visa,1,0.087,-0.892,0
36.05,14.1,1.2,Dining,In-Person Chip,Visa,1,2.574,0.994,0
189.36,16.8,6.4,Travel & Airlines,Contactless Tap,Amex,1,2.93,-0.672,0
9.34,10.9,3.7,Dining,In-Person Chip,Visa,1,-1.345,-1.596,0
43.13,19.2,9.2,Dining,In-Person Chip,Mastercard,0,-0.314,-1.359,0
28.91,9.6,9.8,Online Retail,In-Person Chip,Mastercard,1,2.168,-1.119,0
16.95,11.2,30.5,Grocery,Contactless Tap,Visa,1,-0.08,-3.091,0
305.98,15.8,3.0,Electronics,Contactless Tap,Mastercard,1,0.498,2.382,0
16.63,14.4,4.4,Online Retail,Contactless Tap,Visa,2,-2.161,1.258,0
21.14,18.6,15.5,Grocery,In-Person Chip,Visa,0,1.014,-0.626,0
15.37,0.3,12.6,Travel & Airlines,Online POS,Mastercard,2,0.608,0.86,0
27.68,9.4,1.6,Grocery,In-Person Chip,Visa,2,0.82,-0.969,0
30.6,20.2,7.1,Grocery,In-Person Chip,Visa,2,-0.873,2.373,0
46.04,14.3,33.2,Grocery,In-Person Chip,Mastercard,0,0.404,1.772,0
72.2,16.4,0.8,Grocery,Contactless Tap,Mastercard,2,-2.224,-1.377,0
26.42,20.3,17.6,Gas Station,In-Person Chip,Mastercard,0,0.096,0.131,0
499.0,18.4,30.0,Grocery,In-Person Chip,Visa,2,-0.539,-0.891,0
30.81,0.9,23.4,Gas Station,In-Person Chip,Visa,1,0.807,2.478,0
199.34,21.6,9.1,Grocery,In-Person Chip,Visa,0,2.351,0.892,0
56.39,18.0,9.5,Travel & Airlines,Online POS,Visa,1,-1.464,1.794,0
17.19,12.3,7.3,Dining,In-Person Chip,Visa,2,0.171,-0.696,0
20.87,8.9,27.1,Online Retail,Online POS,Discover,1,-0.388,2.036,0
19.33,7.8,13.9,Online Retail,Contactless Tap,Mastercard,1,0.066,-0.484,0
39.35,13.7,43.0,Dining,In-Person Chip,Visa,2,0.566,-0.453,0
48.2,21.5,0.8,Luxury Goods,In-Person Chip,Visa,2,0.747,0.503,0
87.14,10.1,7.9,Dining,Contactless Tap,Visa,2,-0.24,0.693,0
222.67,22.9,0.3,Online Retail,In-Person Chip,Discover,1,1.79,-0.942,0
31.4,14.9,14.5,Grocery,Contactless Tap,Mastercard,0,-0.509,0.981,0
27.76,18.2,2.6,Luxury Goods,In-Person Chip,Visa,2,2.183,-0.618,0
51.88,13.4,33.1,Grocery,In-Person Chip,Mastercard,4,2.088,0.28,0
206.93,19.7,0.1,Grocery,In-Person Chip,Visa,3,0.993,0.124,0
378.26,4.0,2.8,Online Retail,Online POS,Visa,1,1.943,-1.528,0
42.08,18.6,5.4,Grocery,In-Person Chip,Mastercard,0,1.841,1.194,0
198.49,10.8,21.3,Online Retail,In-Person Chip,Discover,3,-2.226,0.108,0
100.45,4.9,2.1,Online Retail,Contactless Tap,Visa,2,0.192,0.304,0
100.32,11.6,9.8,Grocery,Online POS,Visa,2,-0.499,2.722,0
120.62,18.1,10.7,Grocery,Online POS,Mastercard,2,-0.191,0.106,0
10.78,11.5,2.7,Grocery,In-Person Chip,Visa,2,-1.612,1.514,0
26.45,21.0,0.2,Grocery,In-Person Chip,Visa,2,1.547,-1.295,0
48.78,17.6,13.4,Grocery,Contactless Tap,Visa,2,-0.373,0.852,0
60.81,8.4,5.0,Grocery,Online POS,Visa,1,-3.072,0.311,0
35.57,15.7,30.7,Online Retail,In-Person Chip,Mastercard,1,-0.935,0.812,0
5.53,17.2,10.2,Grocery,In-Person Chip,Mastercard,1,-0.547,-1.075,0
19.33,19.2,1.6,Gas Station,ATM Cash,Visa,1,-0.245,0.537,0
164.31,19.7,2.8,Travel & Airlines,Online POS,Amex,5,-0.431,-1.236,0
96.68,7.2,0.4,Gas Station,In-Person Chip,Mastercard,2,-0.323,0.961,0
45.53,19.1,8.5,Dining,Contactless Tap,Visa,0,-0.764,0.168,0
10.15,12.7,12.1,Travel & Airlines,In-Person Chip,Visa,2,-2.665,-0.244,0
23.74,19.0,8.6,Grocery,Online POS,Mastercard,1,-1.488,0.322,0
21.49,15.8,1.6,Electronics,In-Person Chip,Visa,0,-1.185,1.233,0
78.24,15.7,4.7,Gas Station,In-Person Chip,Mastercard,1,-0.834,-0.31,0
26.85,12.1,3.1,Grocery,Contactless Tap,Visa,0,2.539,-0.684,0
58.56,22.3,7.4,Grocery,Online POS,Visa,3,2.212,-1.255,0
4.94,17.1,11.2,Grocery,ATM Cash,Visa,0,0.507,2.851,0
132.94,12.0,25.2,Luxury Goods,Contactless Tap,Amex,1,2.602,1.683,0
14.1,18.2,2.3,Dining,Online POS,Visa,1,-1.106,1.333,0
33.39,10.5,5.0,Online Retail,Online POS,Mastercard,1,-2.56,1.988,0
34.03,8.9,16.2,Online Retail,Online POS,Amex,3,-0.456,-1.391,0
204.06,17.7,9.4,Dining,ATM Cash,Visa,2,1.311,-1.545,0
24.1,13.5,7.8,Dining,In-Person Chip,Amex,0,0.318,1.242,0
57.04,13.0,26.0,Grocery,In-Person Chip,Visa,3,-1.281,-1.538,0
37.22,16.3,2.5,Online Retail,Online POS,Visa,0,-1.324,2.286,0
112.08,9.4,20.8,Online Retail,In-Person Chip,Visa,1,0.014,1.077,0
66.39,18.6,45.3,Grocery,Contactless Tap,Visa,1,1.489,0.676,0
990.59,7.8,9.6,Gas Station,Online POS,Mastercard,3,-0.584,-1.202,0
46.67,16.0,7.8,Online Retail,In-Person Chip,Visa,2,0.194,0.285,0
5.79,14.4,18.1,Gas Station,ATM Cash,Visa,1,-0.377,1.201,0
229.69,7.4,20.7,Gas Station,Online POS,Visa,1,1.409,0.03,0
28.93,17.8,8.9,Grocery,Online POS,Mastercard,2,-0.658,-1.413,0
3.26,17.3,12.8,Grocery,Online POS,Visa,5,0.768,-2.628,0
140.68,9.4,10.8,Grocery,Contactless Tap,Mastercard,2,0.479,-2.993,0
45.58,18.3,12.1,Dining,In-Person Chip,Mastercard,0,0.714,-2.13,0
18.78,14.8,6.4,ATM Withdrawal,Contactless Tap,Amex,3,0.592,-1.53,0
12.7,20.2,2.4,ATM Withdrawal,In-Person Chip,Mastercard,2,-2.19,-0.374,0
120.55,20.9,12.8,Dining,In-Person Chip,Discover,1,1.4,-0.472,0
65.42,18.0,4.6,Electronics,Online POS,Visa,1,-0.178,-1.711,0
12.36,5.1,5.1,Grocery,Online POS,Visa,1,-0.024,2.216,0
76.44,15.8,33.3,Online Retail,Online POS,Visa,1,0.926,-0.659,0
7.54,8.7,20.8,Grocery,Contactless Tap,Visa,1,2.66,-1.122,0
150.87,12.3,17.4,Travel & Airlines,In-Person Chip,Mastercard,1,-0.645,0.271,0
27.33,8.0,8.8,Online Retail,In-Person Chip,Visa,2,-0.751,-0.716,0
42.51,14.7,14.9,Dining,Contactless Tap,Visa,2,-0.201,1.091,0
13.51,20.5,30.0,Online Retail,Online POS,Visa,0,-0.112,1.219,0
26.67,4.0,44.2,Grocery,In-Person Chip,Mastercard,2,-0.3,-0.324,0
